,Title,DOI
4517,Written and verbal information versus verbal information only for patients being discharged from acute hospital settings to home,10.1002/14651858.CD003716
4518,Transcutaneous electrical nerve stimulation (TENS) for chronic neck pain,10.1002/14651858.CD011927.pub2
4519,Utero‐placental Doppler ultrasound for improving pregnancy outcome,10.1002/14651858.CD008363.pub2
4520,Antiretroviral resistance testing in HIV‐positive people,10.1002/14651858.CD006495.pub5
4521,Once or twice daily versus three times daily amoxicillin with or without clavulanate for the treatment of acute otitis media,10.1002/14651858.CD004975.pub3
4522,Minimally invasive surgery versus radiotherapy/chemoradiotherapy for small‐volume primary oropharyngeal carcinoma,10.1002/14651858.CD010963.pub2
4523,Dietary interventions for preventing complications in idiopathic hypercalciuria,10.1002/14651858.CD006022.pub4
4524,Pharmacological interventions for preventing complications in idiopathic hypercalciuria,10.1002/14651858.CD004754.pub2
4525,Psychotropic analgesic nitrous oxide for alcoholic withdrawal states,10.1002/14651858.CD005190.pub2
4526,Peripheral retinal ablation for threshold retinopathy of prematurity in preterm infants,10.1002/14651858.CD001693
4527,Interventions for melasma,10.1002/14651858.CD003583.pub2
4528,Oral non‐steroidal anti‐inflammatory drugs versus other oral analgesic agents for acute soft tissue injury,10.1002/14651858.CD007789.pub2
4529,Probiotics for prevention of necrotizing enterocolitis in preterm infants,10.1002/14651858.CD005496.pub4
4530,Peginterferon plus ribavirin versus interferon plus ribavirin for chronic hepatitis C,10.1002/14651858.CD005441.pub3
4531,Recombinant growth hormone therapy for cystic fibrosis in children and young adults,10.1002/14651858.CD008901.pub4
4532,Environmental and behavioural interventions for reducing physical activity limitation in community‐dwelling visually impaired older people,10.1002/14651858.CD009233.pub2
4533,Intracavity lavage and wound irrigation for prevention of surgical site infection,10.1002/14651858.CD012234.pub2
4534,Mirtazapine for fibromyalgia in adults,10.1002/14651858.CD012708.pub2
4535,Open versus laparoscopic (assisted) ileo pouch anal anastomosis for ulcerative colitis and familial adenomatous polyposis,10.1002/14651858.CD006267.pub2
4536,Ivermectin versus albendazole or thiabendazole for   Strongyloides stercoralis infection,10.1002/14651858.CD007745.pub3
4537,Acetyl‐L‐carnitine for patients with hepatic encephalopathy,10.1002/14651858.CD011451.pub2
4538,Acupuncture for menopausal hot flushes,10.1002/14651858.CD007410.pub2
4539,Surgical intervention for anorectal fistula,10.1002/14651858.CD006319.pub2
4540,Interventions for replacing missing teeth: different times for loading dental implants,10.1002/14651858.CD003878.pub5
4541,Relaxation techniques for pain management in labour,10.1002/14651858.CD009514.pub2
4542,Personal assistance for adults (19‐64) with both physical and intellectual impairments,10.1002/14651858.CD006860.pub2
4543,Psychological therapies for the management of chronic and recurrent pain in children and adolescents,10.1002/14651858.CD003968.pub5
4544,Flexible sigmoidoscopy versus faecal occult blood testing for colorectal cancer screening in asymptomatic individuals,10.1002/14651858.CD009259.pub2
4545,Micronutrient supplementation in pregnant women with HIV infection,10.1002/14651858.CD009755
4546,"Heparin, low molecular weight heparin and physical methods for preventing deep vein thrombosis and pulmonary embolism following surgery for hip fractures",10.1002/14651858.CD000305
4547,Antibiotics for exacerbations of asthma,10.1002/14651858.CD002741.pub2
4548,Pharmacotherapy for sleep bruxism,10.1002/14651858.CD005578.pub2
4549,Local anaesthetic nerve block for pain management in labour,10.1002/14651858.CD009200.pub2
4550,Advice to reduce dietary salt for prevention of cardiovascular disease,10.1002/14651858.CD003656.pub2
4551,Trihexyphenidyl for dystonia in cerebral palsy,10.1002/14651858.CD012430.pub2
4552,Fortification of staple foods with zinc for improving zinc status and other health outcomes in the general population,10.1002/14651858.CD010697.pub2
4553,Coblation versus other surgical techniques for tonsillectomy,10.1002/14651858.CD004619.pub3
4554,"Pentoxifylline, propentofylline and pentifylline for acute ischaemic stroke",10.1002/14651858.CD000162.pub2
4555,Short‐term late‐generation antibiotics versus longer term penicillin for acute streptococcal pharyngitis in children,10.1002/14651858.CD004872.pub3
4556,Electromagnetic therapy for treating venous leg ulcers,10.1002/14651858.CD002933.pub6
4557,Lung lavage for meconium aspiration syndrome in newborn infants,10.1002/14651858.CD003486.pub2
4558,Drugs for treatment of very high blood pressure during pregnancy,10.1002/14651858.CD001449.pub3
4559,Antifibrinolytic agents for reducing blood loss in scoliosis surgery in children,10.1002/14651858.CD006883.pub3
4560,Increasing antipsychotic dose for non response in schizophrenia,10.1002/14651858.CD011883.pub2
4561,Developmental care for promoting development and preventing morbidity in preterm infants,10.1002/14651858.CD001814.pub2
4562,Chemotherapy for advanced non‐small cell lung cancer in the elderly population,10.1002/14651858.CD010463.pub2
4563,Amnioinfusion for chorioamnionitis,10.1002/14651858.CD011622.pub2
4564,Home‐ or community‐based programmes for treating malaria,10.1002/14651858.CD009527.pub2
4565,Transcutaneous electric nerve stimulation (TENS) for cancer pain in adults,10.1002/14651858.CD006276.pub3
4566,Insulin secretagogues for prevention or delay of type 2 diabetes mellitus and its associated complications in persons at increased risk for the development of type 2 diabetes mellitus,10.1002/14651858.CD012151.pub2
4567,Immunoglobulins for preventing hepatitis A,10.1002/14651858.CD004181.pub2
4568,Metabolomics for improving pregnancy outcomes in women undergoing assisted reproductive technologies,10.1002/14651858.CD011872.pub3
4569,Systemic antifungal therapy for tinea capitis in children,10.1002/14651858.CD004685.pub3
4570,Energy source instruments for laparoscopic colectomy,10.1002/14651858.CD007886.pub2
4571,The effects of high perioperative inspiratory oxygen fraction for adult surgical patients,10.1002/14651858.CD008884.pub2
4572,Intracystic bleomycin for cystic craniopharyngiomas in children,10.1002/14651858.CD008890.pub4
4573,Disulfiram for the treatment of cocaine dependence,10.1002/14651858.CD007024.pub2
4574,Biocompatible dialysis fluids for peritoneal dialysis,10.1002/14651858.CD007554.pub3
4575,Nicotine vaccines for smoking cessation,10.1002/14651858.CD007072.pub2
4576,Open surgical procedures for incisional hernias,10.1002/14651858.CD006438.pub2
4577,Dual chamber versus single chamber ventricular pacemakers for sick sinus syndrome and atrioventricular block,10.1002/14651858.CD003710.pub2
4578,Early mobilisation for elbow fractures in adults,10.1002/14651858.CD008130.pub2
4579,Vaginal dilator therapy for women receiving pelvic radiotherapy,10.1002/14651858.CD007291.pub3
4580,Pre‐emptive and preventive opioids for postoperative pain in adults undergoing all types of surgery,10.1002/14651858.CD012624.pub2
4581,Chemotherapy alone versus chemotherapy plus radiotherapy for adults with early stage Hodgkin lymphoma,10.1002/14651858.CD007110.pub3
4582,Fluid therapy for acute bacterial meningitis,10.1002/14651858.CD004786.pub5
4583,Antibiotics for otitis media with effusion in children,10.1002/14651858.CD009163.pub3
4584,Antihypertensive agents for preventing diabetic kidney disease,10.1002/14651858.CD004136.pub3
4585,Psychosocial interventions for preventing and treating depression in dialysis patients,10.1002/14651858.CD004542.pub3
4586,Assistive technology for children and young people with low vision,10.1002/14651858.CD011350.pub2
4587,Laparoscopic repair for perforated peptic ulcer disease,10.1002/14651858.CD004778.pub3
4588,Milk thistle for alcoholic and/or hepatitis B or C virus liver diseases,10.1002/14651858.CD003620.pub3
4589,Absorbent products for moderate‐heavy urinary and/or faecal incontinence in women and men,10.1002/14651858.CD007408
4590,Chromium picolinate supplementation for overweight or obese adults,10.1002/14651858.CD010063.pub2
4591,Antiretroviral regimens for patients with HIV who fail first‐line antiretroviral therapy,10.1002/14651858.CD006517.pub3
4592,Orthodontic treatment for distalising upper first molars in children and adolescents,10.1002/14651858.CD008375.pub2
4593,Hepatitis B vaccination for reducing morbidity and mortality in persons with HIV infection,10.1002/14651858.CD009886.pub2
4594,Interventions for preventing falls in people with multiple sclerosis,10.1002/14651858.CD012475.pub2
4595,Occupational therapy for patients with Parkinson's disease,10.1002/14651858.CD002813.pub2
4596,Single dose oral lornoxicam for acute postoperative pain in adults,10.1002/14651858.CD007441.pub2
4597,Antidepressants for anorexia nervosa,10.1002/14651858.CD004365.pub2
4598,Unconditional cash transfers for reducing poverty and vulnerabilities: effect on use of health services and health outcomes in low‐ and middle‐income countries,10.1002/14651858.CD011135.pub2
4599,Interventions for preventing osteoradionecrosis of the jaws in adults receiving head and neck radiotherapy,10.1002/14651858.CD011559.pub2
4600,Multiple micronutrient powders for home (point‐of‐use) fortification of foods in pregnant women,10.1002/14651858.CD011158.pub2
4601,Immunosuppressant and immunomodulatory treatment for dermatomyositis and polymyositis,10.1002/14651858.CD003643.pub4
4602,Low molecular weight heparin for prevention of venous thromboembolism in patients with lower‐limb immobilization,10.1002/14651858.CD006681.pub4
4603,Chlorhexidine mouthrinse as an adjunctive treatment for gingival health,10.1002/14651858.CD008676.pub2
4604,Follow‐up for improving psychological well being for women after a miscarriage,10.1002/14651858.CD008679.pub2
4605,Immediate versus delayed treatment for recently symptomatic carotid artery stenosis,10.1002/14651858.CD011401.pub2
4606,Omega 3 fatty acids for preventing or slowing the progression of age‐related macular degeneration,10.1002/14651858.CD010015.pub3
4607,Treatment for amphetamine psychosis,10.1002/14651858.CD003026.pub3
4608,Gold as an oral corticosteroid sparing agent in stable asthma,10.1002/14651858.CD002985
4609,Systemic antibiotics for symptomatic apical periodontitis and acute apical abscess in adults,10.1002/14651858.CD010136.pub3
4610,Adjuvant treatment of anaplastic oligodendrogliomas and oligoastrocytomas,10.1002/14651858.CD007104.pub2
4611,Fluticasone at different doses for chronic asthma in adults and children,10.1002/14651858.CD003534.pub3
4612,Interventions for prevention of giant retinal tear in the fellow eye,10.1002/14651858.CD006909.pub3
4613,Topical treatment for facial burns,10.1002/14651858.CD008058.pub2
4614,Pain management for women in labour: an overview of systematic reviews,10.1002/14651858.CD009234.pub2
4615,Pressure support versus T‐tube for weaning from mechanical ventilation in adults,10.1002/14651858.CD006056.pub2
4616,Medical interventions for acanthamoeba keratitis,10.1002/14651858.CD010792.pub2
4617,Interventions for chronic kidney disease‐associated restless legs syndrome,10.1002/14651858.CD010690.pub2
4618,Surgery for shoulder osteoarthritis,10.1002/14651858.CD008089.pub2
4619,Adverse events associated with medium‐ and long‐term use of opioids for chronic non‐cancer pain: an overview of Cochrane Reviews,10.1002/14651858.CD012509.pub2
4620,Implantable cardiac defibrillators for people with non‐ischaemic cardiomyopathy,10.1002/14651858.CD012738.pub2
4621,Surgical interventions for treating radial head fractures in adults,10.1002/14651858.CD008987.pub2
4622,Cerebrolysin for vascular dementia,10.1002/14651858.CD008900.pub3
4623,Interventions for idiopathic intracranial hypertension,10.1002/14651858.CD003434.pub3
4624,Sulthiame monotherapy for epilepsy,10.1002/14651858.CD010062.pub2
4625,Botulinum toxin type B for cervical dystonia,10.1002/14651858.CD004315.pub3
4626,Amniotomy plus intravenous oxytocin for induction of labour,10.1002/14651858.CD003250
4627,Zinc supplementation for tinnitus,10.1002/14651858.CD009832.pub2
4628,Antibiotic prophylaxis in clean and clean‐contaminated ear surgery,10.1002/14651858.CD003996.pub2
4629,Treatments for women with gestational diabetes mellitus: an overview of Cochrane systematic reviews,10.1002/14651858.CD012327.pub2
